Kubota,organization
SCA,organization
Tata Consultancy Services,organization
Siam Commercial Bank,organization
TELUS,organization
Aisin Seiki,organization
Daikin Industries,organization
LG Chem,organization
Vivendi,organization
Transocean,organization
Mazda Motor,organization
Anglo American,organization
Evonik,organization
Grupo Aval,organization
Compass Group,organization
Kasikornbank,organization
Commerzbank,organization
Ferrovial,organization
Xcel Energy,organization
J Sainsbury,organization
Lotte Shopping,organization
Franklin Resources,organization
Daiwa House Industry,organization
Sabanci Holding,organization
Grupo Modelo,organization
Carlsberg,organization
Lenovo Group,organization
Al Rajhi Bank,organization
Hartford Financial Services,organization
Kingfisher,organization
Keppel Corp,organization
Simon Property Group,organization
Tenaris,organization
Regions Financial,organization
Telecom Italia,organization
Southwest Airlines,organization
Western Digital,organization
Porsche Automobil Holding,organization
Tokyo Gas,organization
Woodside Petroleum,organization
Deutsche Lufthansa,organization
Falabella,organization
Bankia,organization
Potash of Saskatchewan,organization
Sumitomo Electric,organization
Public Bank,organization
Alpha Bank,organization
Air Products & Chemicals,organization
Sumitomo Realty,organization
Publicis Groupe,organization
Entergy,organization
ASML Holding,organization
SLM,organization
ConAgra Foods,organization
Reynolds American,organization
China Resources Power,organization
Samsung Fire & Marine,organization
Unum Group,organization
Sime Darby,organization
George Weston,organization
Evergrande Real Estate,organization
Agrium,organization
Mosaic,organization
Anhui Conch Cement,organization
Teck Resources,organization
Banco Popular Espanol,organization
Swatch Group,organization
National Bank of Greece,organization
Stryker,organization
Delphi Automotive,organization
Spectra Energy,organization
Tyson Foods,organization
FirstEnergy,organization
Sodexo,organization
Biogen Idec,organization
Abertis,organization
Astellas Pharma,organization
M&T Bank,organization
Murphy Oil,organization
Formosa Chemicals,organization
Hyundai Heavy Industries,organization
Liberty Global,organization
Unibail-Rodamco,organization
PKO Bank Polski,organization
ThyssenKrupp Group,organization
Bharti Airtel,organization
Siam Cement,organization
Adecco,organization
Seadrill,organization
Celgene,organization
Axis Bank,organization
Nokia,organization
MTR,organization
Country Garden Holdings,organization
Quanta Computer,organization
British Sky Broadcasting,organization
Mitsubishi Motors,organization
JBS,organization
Couche Tard,organization
National Bank of Abu Dhabi,organization
Dollar General,organization
Daqin Railway,organization
Metro Group,organization
Parker-Hannifin,organization
Bancolombia,organization
PGE,organization
Asahi Kasei,organization
Fast Retailing,organization
Whirlpool,organization
Sandvik,organization
China National Building,organization
Liberty Media,organization
Kohl's,organization
Genworth Financial,organization
BAE Systems,organization
Priceline.com,organization
Annaly Capital Management,organization
Chunghwa Telecom,organization
VF,organization
Halkbank,organization
Bouygues,organization
Bank Central Asia,organization
CME Group,organization
Asahi Group Holdings,organization
MegaFon,organization
CenturyLink,organization
SK Holdings,organization
Insurance Australia Group,organization
Yara International,organization
XL Group,organization
Isuzu Motors,organization
Magnit,organization
Steinhoff International,organization
Yum Brands,organization
Ricoh,organization
AmerisourceBergen,organization
Atlantia,organization
Industrial Bank of Korea,organization
DTE Energy,organization
Toray Industries,organization
Northeast Utilities,organization
First Gulf Bank,organization
Seagate Technology,organization
VimpelCom,organization
Ooredoo Telecom,organization
China Cinda Asset Management,organization
Ingersoll-Rand,organization
PTT Global Chemical,organization
Sanlam,organization
Banco de Sabadell,organization
Li & Fung,organization
Liberty Interactive,organization
Henderson Land,organization
CSR,organization
Erste Group Bank,organization
Scor,organization
China Steel,organization
Technip,organization
GD Power Development,organization
Nucor,organization
Hilton Worldwide Holdings,organization
China Coal Energy,organization
Nan Ya Plastics,organization
Midea Group Co. Ltd.,organization
New World Development,organization
Gap,organization
Sekisui House,organization
Daiichi Sankyo,organization
CRH,organization
Idemitsu Kosan,organization
Grupo PÃ£o de AÃ§Ãºcar,organization
Bangkok Bank,organization
Westfield Group,organization
KeyCorp,organization
DaVita,organization
Yahoo,organization
Kansai Electric Power,organization
National Bank of Kuwait,organization
Deutsche Boerse,organization
Veolia Environnement,organization
Mobily,organization
Marks & Spencer,organization
Samba Financial Group,organization
Baidu,organization
Resolution,organization
Northern Trust,organization
Infosys,organization
American Airlines Group,organization
Fujitsu,organization
Wheelock & Co,organization
Dentsu,organization
Wolseley,organization
Citic Securities,organization
Williams Cos,organization
QBE Insurance Group,organization
Riyad Bank,organization
Mitsubishi Chemical,organization
Solvay,organization
Japan Airlines,organization
Dongfeng Motor Group,organization
Bombardier,organization
Devon Energy,organization
Galaxy Entertainment,organization
Luxottica Group,organization
"Becton, Dickinson",organization
Grupo Inbursa,organization
Alcoa,organization
Thomson Reuters,organization
Best Buy,organization
West Japan Railway,organization
Canadian Pacific Railway,organization
BRF-Brasil Foods,organization
Fosun International,organization
Allergan,organization
Citic Pacific,organization
ItaÃºsa,organization
Chinatrust Financial,organization
Allied Irish Banks,organization
TRW Automotive Holdings,organization
Metallurgical Corp of China,organization
Bunge,organization
Kao Corp,organization
IDGC Holding,organization
Kering,organization
Hyundai Steel,organization
Emirates NBD,organization
LG Electronics,organization
Motorola Solutions,organization
Telekom Indonesia,organization
Noble Energy,organization
EnBW-Energie Baden,organization
Barrick Gold,organization
Cognizant Technology,organization
International Airlines,organization
Mercantil Servicios,organization
Peugeot,organization
Murata Manufacturing,organization
Cencosud,organization
Tyco International,organization
Chubu Electric Power,organization
EstÃ©e Lauder Cos,organization
Skanska,organization
L-3 Communications,organization
Leucadia National,organization
VMware,organization
Kuehne + Nagel,organization
Eastman Chemical,organization
LG Display,organization
Cemex,organization
Shimao Property Holdings,organization
Saudi British Bank,organization
Cameron International,organization
Mediolanum,organization
Discovery Communications,organization
China Yangtze Power,organization
Punjab National Bank,organization
China CNR,organization
Grupa PZU,organization
Capgemini,organization
Krung Thai Bank,organization
Republic Services,organization
Bank of Baroda,organization
Sinohydro Group,organization
Mahindra & Mahindra,organization
San Miguel,organization
Valeo,organization
RTL Group,organization
BÃ¢loise Group,organization
Longfor Properties,organization
Vienna Insurance Group,organization
Goodyear,organization
KPN,organization
AES,organization
Fluor,organization
Abu Dhabi Commercial Bank,organization
Weyerhaeuser,organization
Mylan,organization
Bank of East Asia,organization
Ensco,organization
AntarChile,organization
HollyFrontier,organization
Woori Finance Holdings,organization
China Shipbuilding Industry,organization
Bank Hapoalim,organization
Stanley Black & Decker,organization
SJM Holdings,organization
ALFA,organization
Dover,organization
Bed Bath & Beyond,organization
UPM-Kymmene,organization
ITC,organization
Waste Management,organization
Mega Financial Holding,organization
LG Corp,organization
Invesco,organization
American Capital Agency,organization
Kone,organization
Pearson,organization
Alcatel-Lucent,organization
Great Wall Motor,organization
Lixil Group,organization
Voestalpine,organization
Hanwha Life Insurance,organization
Hertz Global Holdings,organization
Galp Energia,organization
Formosa Plastics,organization
AutoZone,organization
Eiffage,organization
Symantec,organization
Wipro,organization
Nielsen Holdings,organization
L Brands,organization
Origin Energy,organization
UBI Banca,organization
Rakuten,organization
Fanuc,organization
Sherwin-Williams,organization
Naspers,organization
Actavis,organization
Tokyu,organization
Royal Caribbean Cruises,organization
Axiata Group,organization
Datang International Power,organization
Essilor International,organization
Assa Abloy,organization
Reed Elsevier,organization
Constellation Brands,organization
SanDisk,organization
Applied Materials,organization
Whole Foods Market,organization
ICA Gruppen,organization
HCP,organization
Oi,organization
Bharat Heavy Electricals,organization
Unipol Gruppo,organization
Kweichow Moutai,organization
TD Ameritrade Holding,organization
Grupo Televisa,organization
Marriott International,organization
Secom,organization
Genuine Parts,organization
Ross Stores,organization
RusHydro,organization
Agilent Technologies,organization
Textron,organization
Staples,organization
Everest Re Group,organization
Weatherford International,organization
Land Securities Group,organization
WW Grainger,organization
American Tower,organization
Jiangxi Copper,organization
Bank of Ireland,organization
Chow Tai Fook Jewellery,organization
Samsung C&T,organization
Beiersdorf,organization
Computer Sciences,organization
Pgnig Group,organization
Samsung Heavy Industries,organization
CF Industries Holdings,organization
Credicorp,organization
Industries Qatar,organization
Hershey,organization
Sinopharm Group,organization
Power Assets Holdings,organization
Belgacom,organization
Areva,organization
Rostelecom,organization
DSM,organization
CIT Group,organization
Nordstrom,organization
VakifBank,organization
Hanwha Corp,organization
Kobe Steel,organization
Cemig,organization
Genting,organization
Financiere de l'Odet,organization
Zhejiang Zheneng Electric Power,organization
Boston Properties,organization
Starbucks,organization
NEC,organization
Valeant Pharmaceuticals,organization
News Corp,organization
Finatis,organization
Phoenix Group Holdings,organization
Tesoro,organization
GKN,organization
Nippon Yusen,organization
CSL,organization
Shanghai International Port,organization
NRG Energy,organization
Banque Saudi Fransi,organization
Dexia,organization
KT Corp,organization
Banque nationale de Belgique,organization
Huadian Power International,organization
Ryanair Holdings,organization
CarMax,organization
Shanghai Electric Group,organization
Investec,organization
Aluminum Corp of China,organization
HermÃ¨s International,organization
NiSource,organization
Huntington Bancshares,organization
RSA Insurance Group,organization
Haitong Securities,organization
Pentair,organization
Onex,organization
Dassault Aviation,organization
Sumitomo Metal Mining,organization
Comerica,organization
Hong Kong & China Gas,organization
Oneok,organization
Emaar Properties,organization
Link REIT,organization
GAIL India,organization
Uni-President,organization
Hindalco Industries,organization
Turkcell,organization
Reinsurance Group of America,organization
Johnson Matthey,organization
Korea Gas,organization
MGM Resorts,organization
SM Investments,organization
Broadcom,organization
Bank Negara Indonesia,organization
Canara Bank,organization
Kuwait Finance House,organization
Singapore Airlines,organization
Asustek Computer,organization
Antofagasta,organization
Fidelity National Information,organization
Cathay Pacific Airways,organization
St Jude Medical,organization
CGI Group,organization
Noble Group,organization
Bank of India,organization
Public Storage,organization
Jeronimo Martins,organization
Bank of Greece,organization
CapitaLand,organization
Schroders,organization
Coca-Cola Enterprises,organization
Tata Steel,organization
Rockwell Automation,organization
Finmeccanica,organization
Avnet,organization
Wm Morrison Supermarkets,organization
Canadian Tire,organization
China Oilfield Services,organization
Ralph Lauren,organization
Showa Shell Sekiyu,organization
Schindler Holding,organization
Bank of Yokohama,organization
Lorillard,organization
Grupo Carso,organization
Banco Popolare,organization
Continental Resources,organization
CA,organization
NHN,organization
Wynn Resorts,organization
Arab National Bank,organization
Next,organization
Weichai Power,organization
Amcor,organization
Wendel,organization
Bidvest Group,organization
Brambles,organization
Hankyu Hanshin Holdings,organization
Qingdao Haier,organization
Sun Art Retail Group,organization
Power Grid of India,organization
IntercontinentalExchange,organization
Rock-Tenn,organization
Mattel,organization
Pohjola Bank,organization
Shaanxi Coal Industry,organization
CenterPoint Energy,organization
Advanced Info Service,organization
Harley-Davidson,organization
DP World,organization
Chongqing Rural Bank,organization
Legrand,organization
Uralkali,organization
Kyushu Electric Power,organization
SGS,organization
Terna,organization
Grupo Bimbo,organization
Guangzhou R&F,organization
Mediatek,organization
KGHM Polska Miedz,organization
Ventas,organization
O'Reilly Automotive,organization
Newmont Mining,organization
Neste Oil,organization
Sumitomo Chemical,organization
Air France-KLM,organization
Shin Kong Financial,organization
LagardÃ¨re,organization
Tingyi Holding,organization
McGraw-Hill Cos,organization
Shire,organization
Assurant,organization
BorgWarner,organization
Cielo,organization
Bharat Petroleum,organization
Dangote Cement,organization
IHI,organization
Helvetia Holding,organization
Ashland,organization
Latam Airlines,organization
Ambac Financial Group,organization
All Nippon Airways,organization
RHB Capital,organization
Henan Shuanghui Investment,organization
United Utilities,organization
Storebrand,organization
Hormel Foods,organization
Intact Financial,organization
Delhaize Group,organization
EletrobrÃ¡s,organization
Norsk Hydro,organization
Petronas Chemicals,organization
Prologis,organization
Randstad Holding,organization
Sembcorp Industries,organization
Attijariwafa Bank,organization
Melco Crown Entertainment,organization
China Resources Enterprise,organization
China Eastern Airlines,organization
Mitsubishi Materials,organization
Celanese,organization
Shaw Communications,organization
Prada,organization
SES,organization
Tohoku Electric Power,organization
Lend Lease Group,organization
Alleghany,organization
Arrow Electronics,organization
Boston Scientific,organization
Shizuoka Bank,organization
Stora Enso,organization
Hyundai Engineering,organization
Suntory Beverage & Food,organization
Chicago Bridge & Iron,organization
Daito Trust Construction,organization
PulteGroup,organization
T Rowe Price,organization
Huishang Bank Corporation Limited,organization
Quest Diagnostics,organization
CMS Energy,organization
PKN Orlen,organization
Arab Bank,organization
China Southern Airlines,organization
Yamato Holdings,organization
Kawasaki Heavy Industries,organization
Brenntag,organization
Zimmer Holdings,organization
Bank of Ningbo,organization
General Growth Properties,organization
Rexel,organization
Charter Communications,organization
NetApp,organization
Starwood Hotels,organization
Gjensidige Forsikring,organization
MOL Hungarian Oil,organization
Coach,organization
London Stock Exchange,organization
Uniqa,organization
New York Community,organization
Campbell Soup,organization
Keyence,organization
Santos,organization
Dollar Tree,organization
Taishin Financial Holdings,organization
Sharp,organization
Bank of Nanjing,organization
Delta Lloyd,organization
Industrivarden,organization
SMC Corp,organization
SÃ¼dzucker,organization
AmBank Group,organization
Western Union,organization
Suning Appliance,organization
Turk Telekom,organization
First Republic Bank,organization
Fiserv,organization
Doosan,organization
Mediobanca,organization
Vedanta Resources,organization
Osaka Gas,organization
EasyJet,organization
Asahi Glass,organization
BYD,organization
PartnerRe,organization
Wisconsin Energy,organization
Fairfax Financial,organization
Kinnevik,organization
Dongbu Insurance,organization
Colruyt,organization
Noble,organization
BCI-Banco Credito,organization
Molson Coors Brewing,organization
Bank Leumi,organization
Eurazeo,organization
Hong Kong Exchanges,organization
Sears Holdings,organization
Alliance Data Systems,organization
El Puerto de Liverpool,organization
Arch Capital Group,organization
FMC Technologies,organization
Verbund,organization
Kintetsu,organization
HCL Technologies,organization
Experian,organization
E-mart,organization
W&W-WÃ¼stenrot,organization
Sabesp,organization
Red ElÃ©ctrica,organization
Intuit,organization
Goldcorp,organization
Dai Nippon Printing,organization
Quinenco,organization
Mitsubishi UFJ Lease,organization
Saputo,organization
Delta Electronics,organization
CPFL Energia,organization
Chiba Bank,organization
Global Logistic Properties,organization
Advanced Semiconductor,organization
Enka,organization
Henry Schein,organization
Lear,organization
Hyundai Glovis,organization
Amadeus IT Holdings,organization
Hang Lung Group,organization
Autoliv,organization
Inner Mongolia Yili,organization
Zoomlion Heavy Industry,organization
Braskem,organization
Doosan Heavy Industries,organization
Metalurgica Gerdau,organization
Alrosa,organization
Ameren,organization
Sojitz,organization
Caltex Australia,organization
Fidelity National Financial,organization
Nidec,organization
Hebei Iron & Steel,organization
American Financial Group,organization
Encana,organization
Top Frontier Investment Holdings,organization
WR Berkley,organization
Moody's,organization
Espirito Santo Financial,organization
Jacobs Engineering,organization
Beijing Enterprises,organization
China Taiping Insurance,organization
ATOS,organization
Flextronics International,organization
Want Want China,organization
Yamaha Motor,organization
Julius Baer Group,organization
S-Oil,organization
Direct Line Insurance,organization
Dr Pepper Snapple Group,organization
Pegatron,organization
Nintendo,organization
Banca MPS,organization
BPI,organization
Cincinnati Financial,organization
Hindustan Petroleum,organization
Mondi,organization
Anadolu Efes,organization
HAL Trust,organization
Crown Castle International,organization
Lennar,organization
Equity Residential,organization
Cosmo Oil,organization
Zain,organization
ZTE,organization
Industrial Alliance Insurance,organization
Wuliangye Yibin,organization
Intuitive Surgical,organization
Oriental Land,organization
PLDT,organization
Power Finance,organization
CH Robinson Worldwide,organization
Sino-Ocean Land Holdings,organization
Union Bank of India,organization
CP All,organization
Ajinomoto,organization
Oji Holdings,organization
Adani Enterprises,organization
Ingram Micro,organization
Avalonbay Communities,organization
Host Hotels & Resorts,organization
Brown-Forman,organization
JM Smucker,organization
Saudi Arabian Fertilizers,organization
WÃ¤rtsilÃ¤,organization
Mead Johnson Nutrition,organization
Analog Devices,organization
Xiamen C&D,organization
Clorox,organization
Century Tokyo Leasing,organization
Amphenol,organization
Hong Leong Financial,organization
Novolipetsk Steel,organization
Harbin Bank,organization
Banco Comercial Portugues,organization
Mitsui OSK Lines,organization
TUI,organization
First Quantum Minerals,organization
Southwestern Energy,organization
Kotak Mahindra Bank,organization
Agile Property Holdings,organization
Dubai Islamic Bank,organization
CJ Corp,organization
Bank of Ayudhya,organization
Raymond James Financial,organization
Thai Beverage,organization
Michael Kors Holdings,organization
Bankinter,organization
SKF Group,organization
Health Care REIT,organization
Chugoku Electric Power,organization
Gemdale,organization
Shinsei Bank,organization
AutoNation,organization
OTP Bank,organization
DSME,organization
Greentown China Holdings,organization
Delek Group,organization
Empire,organization
Eisai,organization
MISC,organization
Belle International Holdings,organization
Essar Energy,organization
CONSOL Energy,organization
Shoprite Holdings,organization
Oil & Gas Development,organization
China Cosco Holdings,organization
Nikon,organization
Masraf Al Rayan,organization
Taisei,organization
GF Securities,organization
Westfield Retail Trust,organization
Petrofac,organization
Zions Bancorp,organization
IDBI Bank,organization
