Dexketoprofen	, drug
Difenpiramide	, drug
Diloxanide	, drug
Dimaprit	, drug
Dimetofrine	, drug
Domiphen bromide	, drug
Dryvax	, drug
Emetine	, drug
Ensaculin	, drug
Epoetin beta	, drug
Etamsylate	, drug
Ethulose	, drug
Ethylphenidate	, drug
Etilefrine	, drug
FG-7142	, drug
Fenoxazoline	, drug
Fenproporex	, drug
Feprazone	, drug
Fletazepam	, drug
Flunoxaprofen	, drug
Flutazolam	, drug
Flutoprazepam	, drug
Fosazepam	, drug
Furfenorex	, drug
Gepefrine	, drug
Herkinorin	, drug
Heterocodeine	, drug
Hidrosmin	, drug
Histapyrrodine	, drug
Hydroxyethylpromethazine	, drug
Ibuproxam	, drug
Iclazepam	, drug
Imidazenil	, drug
Indoprofen	, drug
Ipriflavone	, drug
Kebuzone	, drug
Lacidipine	, drug
Lentinan	, drug
Lofendazam	, drug
Lornoxicam	, drug
Macrogol	, drug
macrogol 3350, drug
macrogol 4000, drug
macrogol 6000, drug
Magnesium aspartate	, drug
Magnesium lactate	, drug
Magnesium levulinate	, drug
Magnesium orotate	, drug
Magnesium pidolate	, drug
Medetomidine	, drug
Mefenorex	, drug
Mepartricin	, drug
Mephentermine	, drug
Meprodine	, drug
Mestanolone	, drug
Mesulergine	, drug
Metaclazepam	, drug
Metazocine	, drug
Metergoline	, drug
Methylketobemidone	, drug
Metizoline	, drug
Mizolastine	, drug
Mofebutazone	, drug
Monoethanolamine oleate	, drug
Monoxerutin	, drug
Morniflumate	, drug
NS102	, drug
Nalfurafine	, drug
Naltrindole	, drug
Nelivaptan	, drug
Norboletone	, drug
Norfenefrine	, drug
Ocinaplon	, drug
Olaflur	, drug
Oxetacaine	, drug
Panadiplon	, drug
Paprika oleoresin	, drug
Paraoxon	, drug
Pazinaclone	, drug
Phenindamine	, drug
Phenomorphan	, drug
Phenylpropylaminopentane	, drug
Pimethixene	, drug
Pipequaline	, drug
Pivoxazepam	, drug
Potassium canrenoate	, drug
Potassium gluconate	, drug
Prenalterol	, drug
Proglumetacin	, drug
Propylisopropyltryptamine	, drug
Propylketobemidone	, drug
Proquazone	, drug
Prosidol	, drug
Pyrrobutamine	, drug
QH-II-66	, drug
RTI-55	, drug
Reclazepam	, drug
Rilmazafone	, drug
Ritiometan	, drug
Saripidem	, drug
Sodium apolate	, drug
Sodium tetradecyl sulfate	, drug
Suproclone	, drug
Suriclone	, drug
Talastine	, drug
Tenidap	, drug
Tesofensine	, drug
Theodrenaline	, drug
Tibezonium iodide	, drug
Tifluadom	, drug
Tribenoside	, drug
Tridihexethyl	, drug
Trimeperidine	, drug
Troxerutin	, drug
Tuaminoheptane	, drug
Tymazoline	, drug
Unoprostone	, drug
Virodene	, drug
Zapizolam	, drug
Zylofuramine	, drug
Compeyson	, drug
Peter and Murray Corren	, drug
18-Methylaminocoronaridine	, drug
2-Methoxyethyl-18-methoxycoronaridinate	, drug
2CB-Ind	, drug
4-Fluoro-5-methoxy-DMT	, drug
BD-1047	, drug
BMY-14802	, drug
BNC210	, drug
BP-897	, drug
BRL-52537	, drug
BRL-54443	, drug
CECXG	, drug
CI-1017	, drug
CP-226,269	 , drug
CSP-2503	, drug
CY-208,243	 , drug
Canbisol	, drug
Carfilzomib	, drug
Cartazolate	, drug
Cefclidine	, drug
Cefluprenam	, drug
Cefoselis	, drug
Chlorophenylbiguanide	, drug
Cipargamin	, drug
Dexpramipexole	, drug
EBC-46	, drug
Famprofazone	, drug
GR-89696	, drug
HU-243	, drug
Homopipramol	, drug
ICI-199,441	 , drug
ICI-204,448	 , drug
Imeglimin	, drug
JWH-098	, drug
JWH-161	, drug
JWH-164	, drug
L-687,384	 , drug
L-745,870	 , drug
LPK-26	, drug
Lasmiditan	, drug
Linaclotide	, drug
Lortalamine	, drug
Mapracorat	, drug
Mariptiline	, drug
Mezepine	, drug
Nabazenil	, drug
Naboctate	, drug
Naranol	, drug
Oxitriptyline	, drug
P7C3	, drug
PD-168,077	 , drug
PSI-6130	, drug
Pirnabine	, drug
Proxorphan	, drug
Quinelorane	, drug
Ro10-5824	, drug
S-14671	, drug
SKF-89,145	 , drug
Sulfiram	, drug
TOL101	, drug
Tafamidis	, drug
Talsaclidine	, drug
Triflunordazepam	, drug
VER-3323	, drug
Valproate pivoxil	, drug
Zoptarelin doxorubicin	, drug
Kim Kyung-jae	, drug
Dark therapy	, drug
Aafact	, drug
Celacade	, drug
Gambling 3NT	, drug
Overmedication	, drug
Psychodermatology	, drug
Transanal irrigation	, drug
Antipropulsive	, drug
Toric manifold	, drug
Vasoprotective	, drug
Civionics	, drug
Semicarbazide-cadmium therapy	, drug
Vitaxin	, drug
Coagulation screen	, drug
platelet count, drug
bleeding time for platelet function, drug
PR (prothrombin ratio) for the tissue factor pathway (extrinsic pathway), drug
APTT, drug
APTT (Activated Partial Thromboplastin time), drug
contact activation pathway (intrinsic pathway), drug
Activated Partial Thromboplastin time, drug
TCT, drug
fibrinogen assay for final common pathway(THROMBIN TIME), drug
tests, drug
Probenecid and colchicine	, drug
Erlong Zuoci Wan	, drug
Hilotherapy	, drug
Finsbury Dispensary	, drug
Oxytrex	, drug
Supply creates its own demand	, drug
Amino acid reuptake inhibitor	, drug
Indukantha ghritha	, drug
Vegetative treatment system	, drug
Zestra	, drug
Breakglass Studio	, drug
Olsalazine	, drug
Perindopril	, drug
Cervarix	, drug
Dasatinib	, drug
Epinastine	, drug
Gardasil	, drug
Gliclazide	, drug
Lord Pumpkin	, drug
Benzatropine	, drug
Paliperidone	, drug
Phoenix House	, drug
Ranibizumab	, drug
Ephedrine	, drug
Fluphenazine	, drug
Haloperidol	, drug
Pentamidine	, drug
Quetiapine	, drug
Risperidone	, drug
Sculptra	, drug
Tincture of cannabis	, drug
Typical antipsychotic	, drug
Ziprasidone	, drug
Sitagliptin	, drug
Adult	, drug
Anticoagulant	, drug
Clarithromycin	, drug
Diethylcarbamazine	, drug
Fines herbes	, drug
Glutethimide	, drug
Mefloquine	, drug
Mifepristone	, drug
Nectocaris	, drug
Polio vaccine	, drug
Propranolol	, drug
Ship prefix	, drug
Tranquilizer	, drug
minor tranquilizer, drug
anxiolytics, drug
major tranquilizer, drug
antipsychotics, drug
Mood stabilizers, drug
tranquilizing agents, drug
tranquilizer, drug
Zidovudine	, drug
Artemisinin	, drug
Clonazepam	, drug
Diltiazem	, drug
Gemfibrozil	, drug
Indapamide	, drug
Methyltestosterone	, drug
Telithromycin	, drug
AP5	, drug
Amphotericin B	, drug
Antitoxin	, drug
Atenolol	, drug
Bethanechol	, drug
Carbachol	, drug
Carisoprodol	, drug
Cisapride	, drug
Dantrolene	, drug
Dicycloverine	, drug
Echothiophate	, drug
Enalapril	, drug
Etanercept	, drug
Flavoxate	, drug
Flecainide	, drug
Fluticasone	, drug
Fosinopril	, drug
Intersection homology	, drug
Ipratropium bromide	, drug
Irbesartan	, drug
Nandrolone	, drug
Neostigmine	, drug
Nystatin	, drug
Physostigmine	, drug
Pyridostigmine	, drug
Sheffield plate	, drug
Suramin	, drug
Tacrine	, drug
Teriparatide	, drug
Thorotrast	, drug
Trench effect	, drug
5,7-Dichlorokynurenic acid	 , drug
5-MeO-aMT	, drug
Aguas frescas	, drug
Alpha-Ethyltryptamine	, drug
Azapirone	, drug
Bremelanotide	, drug
Buprenorphine	, drug
COX-2 inhibitor	, drug
Cancer vaccine	, drug
autologous vaccines, drug
Cefazolin	, drug
Desloratadine	, drug
Desmopressin	, drug
Dæmon (His Dark Materials)	, drug
Emtricitabine	, drug
Enalaprilat	, drug
Ergoloid	, drug
Fluconazole	, drug
Fluticasone propionate, drug
Fluticasone salmeterol	, drug
Hydroxycarbamide	, drug
Isosorbide dinitrate	, drug
Lamivudine	, drug
Metoprolol	, drug
N-Ethyltryptamine	, drug
Ngiṉṯaka	, drug
Ouabain	, drug
Reverse-transcriptase inhibitor	, drug
Sound reinforcement system	, drug
Stavudine	, drug
Succinyl-CoA	, drug
Tokyo Bay Aqua-Line	, drug
Tybalt	, drug
Yohimbine	, drug
Zalcitabine	, drug
Abamectin	, drug
Adapalene	, drug
Aniracetam	, drug
Bilobalide	, drug
Bismuth subsalicylate	, drug
Carfentanil	, drug
Cetirizine	, drug
Cyclobenzaprine	, drug
Domperidone	, drug
Eprosartan	, drug
Etiracetam	, drug
Fusidic acid	, drug
Guaifenesin	, drug
Miconazole	, drug
Nebracetam	, drug
Nefiracetam	, drug
Oxiracetam	, drug
Oxprenolol	, drug
Pramiracetam	, drug
Pyritinol	, drug
Rizatriptan	, drug
Rolziracetam	, drug
Sotalol	, drug
Zanamivir	, drug
5-alpha-reductase inhibitor	, drug
Dental sealant	, drug
Orthant	, drug
Sound trap	, drug
Vetala	, drug
Watt's linkage	, drug
PRX-08066	, drug
RS-127445	, drug
SB-204741	, drug
SDZ SER-082	, drug
Sarpogrelate	, drug
Tenoxicam	, drug
Alternating electric field therapy	, drug
Balofloxacin	, drug
Fleroxacin	, drug
Flumequine	, drug
Nadifloxacin	, drug
Pazufloxacin	, drug
Pipemidic acid	, drug
Piromidic acid	, drug
Rosoxacin	, drug
Rufloxacin	, drug
Sulfamazone	, drug
Sulfamerazine	, drug
Sulfametrole	, drug
Sulfaperin	, drug
Sulfaphenazole	, drug
6-Br-APB	, drug
8-OH-PBZI	, drug
Abacavir, drug
dolutegravir, drug
lamivudine	, drug
Abacavir, drug
lamivudine	, drug
Abafungin	, drug
Acetoxolone	, drug
Aclidinium bromide	, drug
Ajmalicine	, drug
Albaconazole	, drug
Albiglutide	, drug
Albumin tannate	, drug
Aleglitazar	, drug
Alimemazine	, drug
Aliskiren/amlodipine	, drug
Aliskiren/amlodipine/hydrochlorothiazide	, drug
Alminoprofen	, drug
Alogliptin	, drug
Alpha-Methylhistamine	, drug
Alphanumeric	, drug
Aluminium clofibrate	, drug
Alvimopan	, drug
Amfenac	, drug
Ampiroxicam	, drug
Amthamine	, drug
Anipamil	, drug
Antazoline	, drug
Anticestodal agent	, drug
albendazole, drug
albendazole sulfoxide, drug
dichlorophen, drug
niclosamide, drug
quinacrine, drug
Antifolate	, drug
Antileukotriene	, drug
Antimigraine	, drug
Aranidipine	, drug
Arbaclofen placarbil	, drug
Arformoterol	, drug
Artemotil	, drug
Artesunate/amodiaquine	, drug
Artificial tears	, drug
Aspirin/paracetamol/caffeine	, drug
Avibactam	, drug
Avitriptan	, drug
Azelnidipine	, drug
Azidamfenicol	, drug
Bacampicillin	, drug
Befiradol	, drug
Benfluorex	, drug
Benmoxin	, drug
Benzathine benzylpenicillin	, drug
Benzathine phenoxymethylpenicillin	, drug
Benzylmorphine	, drug
Benzylpenicillin	, drug
Bephenium hydroxynaphthoate	, drug
Besifloxacin	, drug
Biapenem	, drug
Bifonazole	, drug
Bithionol	, drug
Brodimoprim	, drug
Bromochlorosalicylanilide	, drug
Bufexamac	, drug
Butoconazole	, drug
Caesium-137	, drug
Calcitonin gene-related peptide receptor antagonist	, drug
Carbenzide	, drug
Carbutamide	, drug
Carindacillin	, drug
Caroxazone	, drug
Carumonam	, drug
Cefalonium	, drug
Cefamandole	, drug
Cefazaflur	, drug
Cefazedone	, drug
Cefbuperazone	, drug
Cefcapene	, drug
Cefdaloxime	, drug
Cefditoren	, drug
Cefetamet	, drug
Cefmetazole	, drug
Cefminox	, drug
Cefodizime	, drug
Cefonicid	, drug
Cefoperazone	, drug
Cefoxitin	, drug
Cefozopran	, drug
Cefpimizole	, drug
Cefpirome	, drug
Cefroxadine	, drug
Cefsulodin	, drug
Ceftaroline fosamil	, drug
Cefteram	, drug
Ceftezole	, drug
Ceftibuten	, drug
Ceftiolene	, drug
Ceftizoxime	, drug
Cefuzonam	, drug
Cephaloridine	, drug
Cetraxate	, drug
Chlormidazole	, drug
Chlorophetanol	, drug
Chlorphenesin	, drug
Ciclobendazole	, drug
Cimemoxin	, drug
Clinafloxacin	, drug
Clofoctol	, drug
Clometocillin	, drug
Cobicistat	, drug
Combination drug	, drug
Croconazole	, drug
Dalbavancin	, drug
Danofloxacin	, drug
Delapril	, drug
Dengue vaccine	, drug
Desaspidin	, drug
Desomorphine	, drug
Dexlansoprazole	, drug
Dezocine	, drug
Dichlorophen	, drug
Difloxacin	, drug
Dihydroetorphine	, drug
Dimazole	, drug
Dimetindene	, drug
non-nucleoside reverse-transcriptase inhibitors	, drug
Dolutegravir	, drug
Domoxin	, drug
Donitriptan	, drug
Droxicam	, drug
Elvitegravir	, drug
Elvitegravir, drug
cobicistat, drug
emtricitabine, drug
tenofovir	, drug
Emepronium bromide	, drug
Empagliflozin	, drug
Empiric therapy	, drug
Emtricitabine, drug
rilpivirine, drug
tenofovir	, drug
Enprofylline	, drug
Entry inhibitor	, drug
Epanolol	, drug
Epicillin	, drug
Etafenone	, drug
Etozolin	, drug
Etymemazine	, drug
Febuxostat	, drug
Fenspiride	, drug
Fenticonazole	, drug
Fixed-dose combination (antiretroviral)	, drug
Flomoxef	, drug
Flubendazole	, drug
Fosfomycin	, drug
Gabapentin enacarbil	, drug
Garenoxacin	, drug
Gefarnate	, drug
Glafenine	, drug
Glycine receptor agonist	, drug
Glycine receptor antagonist	, drug
Hydracarbazine	, drug
Hydromorphinol	, drug
Hydroxytertatolol	, drug
Iclaprim	, drug
Imidafenacin	, drug
Immunoglobulin therapy	, drug
Indacaterol	, drug
Insulin lispro	, drug
Isobromindione	, drug
Isoconazole	, drug
Itramin tosilate	, drug
Lafutidine	, drug
Latamoxef	, drug
Lavoltidine	, drug
Leprostatic agent	, drug
acedapsone, drug
clofazimine, drug
dapsone, drug
desoxyfructo-serotonin, drug
diucifon, drug
ethionamide, drug
rifampicin, drug
rifapentine, drug
sulfameter, drug
thalidomide, drug
List of drugs used to treat schistosomiasis	, drug
amoscanate, drug
arteether, drug
artemether, drug
chloroxylenol, drug
hycanthone, drug
lucanthone, drug
meclonazepam, drug
niridazole, drug
oltipraz, drug
oxamniquine Another example is praziquantel., drug
Losartan, drug
hydrochlorothiazide	, drug
Mebanazine	, drug
Mecillinam	, drug
Mephedrone	, drug
Mephenoxalone	, drug
Meptazinol	, drug
Mesulfen	, drug
Metampicillin	, drug
Metitepine	, drug
Metralindole	, drug
Micafungin	, drug
Milbemycin oxime	, drug
Minaprine	, drug
Moexipril	, drug
Monatomic gas	, drug
Mucokinetics	, drug
mucolytic agents, drug
expectorants, drug
surfactants, drug
wetting agents, drug
hypoviscosity agents, drug
mucous secretions in the lungs, drug
concentration of, drug
mucoprotein in the secretions, drug
during coughing, drug
Naftifine	, drug
Naratriptan	, drug
Nefopam	, drug
Neticonazole	, drug
Nifurtoinol	, drug
Niridazole	, drug
Nitrofuran	, drug
Antibacterials, drug
antibiotics, drug
Difurazone, drug
Nitrovin, drug
antibacterial, drug
growth promoter, drug
animal feeds, drug
Furazolidone, drug
Nifurfoline, drug
Nifuroxazide, drug
Nifurquinazol, drug
Nifurtoinol, drug
Nifurzide, drug
Nitrofural, drug
nitrofurazone, drug
Nitrofurantoin, drug
Ranbezolid, drug
oxazolidinone, drug
antibiotic, drug
nitrofuran group, drug
Antimicrobials, drug
Furaltadone, drug
antiprotozoal, drug
Furazidine, drug
antibacterial, drug
antiprotozoal, drug
Furylfuramide, drug
food preservative, drug
Nifuratel, drug
antiprotozoal, drug
antifungal, drug
Nifurtimox, drug
Nocardicin A	, drug
Olcegepant	, drug
Omoconazole	, drug
Onartuzumab	, drug
Opioid antagonist	, drug
Orexigenic	, drug
Otilonium bromide	, drug
Oxametacin	, drug
Oxantel	, drug
Oxitropium bromide	, drug
Oxomemazine	, drug
Oxycinchophen	, drug
Oxyfedrine	, drug
Oxyphenisatine	, drug
PD-128,907	 , drug
PF-219,061	 , drug
PF-592,379	 , drug
Pachyosteosclerosis	, drug
Panipenem	, drug
Paraxazone	, drug
Pegloticase	, drug
Penamecillin	, drug
Phenazocine	, drug
Pheneticillin	, drug
Pheniprazine	, drug
Phenoxymethylpenicillin	, drug
Phenoxypropazine	, drug
Piminodine	, drug
Pirlindole	, drug
Pirprofen	, drug
Pivhydrazine	, drug
Pivmecillinam	, drug
Polynoxylin	, drug
Pradofloxacin	, drug
Procaine benzylpenicillin	, drug
Prodine	, drug
Promin	, drug
Propacetamol	, drug
Propicillin	, drug
Propiram	, drug
Prulifloxacin	, drug
Pyrvinium	, drug
Rabies vaccine	, drug
Ramoplanin	, drug
Rilonacept	, drug
Rilpivirine	, drug
Rivastigmine	, drug
Roflumilast	, drug
Safrazine	, drug
Salsalate	, drug
Sarafloxacin	, drug
Schistosomiasis vaccine	, drug
Sodium aurothiosulfate	, drug
Sodium nitroprusside	, drug
Stibophen	, drug
Sulbenicillin	, drug
Sulbentine	, drug
Sulfacetamide/sulfur	, drug
Sulfadimethoxine	, drug
Sulfadoxine	, drug
Sulfalene	, drug
Sulfamethoxypyridazine	, drug
Sulfametomidine	, drug
Sulfametoxydiazine	, drug
Sulfamoxole	, drug
Sulfapyridine	, drug
Sulfathiourea	, drug
Sulfisomidine	, drug
Sulglicotide	, drug
Talampicillin	, drug
Tapentadol	, drug
Taurolidine	, drug
Teixobactin	, drug
Telavancin	, drug
Telcagepant	, drug
Temafloxacin	, drug
Teprenone	, drug
Tertatolol	, drug
Tetroxoprim	, drug
Thenalidine	, drug
Thioketal	, drug
Ticlatone	, drug
Tilidine	, drug
Tisopurine	, drug
Tolciclate	, drug
Topiroxostat	, drug
Tosufloxacin	, drug
Tribromometacresol	, drug
UH-232	, drug
Urapidil	, drug
Volume expander	, drug
Xibornol	, drug
Xipamide	, drug
Zolimidine	, drug
Benidipine	, drug
Benziodarone	, drug
Bufeniode, drug
Carbocromen	, drug
Cinepazet	, drug
Cloridarol	, drug
Dilazep	, drug
Efloxate	, drug
Gapicomine	, drug
Hexobendine	, drug
Imolamine	, drug
Linsidomine	, drug
Prenylamine	, drug
Trapidil	, drug
2α-(Propanoyl)-3β-(2-(6-methoxynaphthyl))-tropane	, drug
ACAM2000	, drug
Adipiplon	, drug
Afimoxifene	, drug
Allylnorpethidine	, drug
Anton Chigurh	, drug
Arzoxifene	, drug
Azidomorphine	, drug
BAY 38-7271	, drug
BAY 59-3074	, drug
BW373U86	, drug
Betamethasone, drug
dexchlorpheniramine	, drug
Butofilolol	, drug
CGS-20625	, drug
CGS-9896	, drug
Centalun	, drug
Dibekacin	, drug
Dihydrostreptomycin	, drug
Dimefline	, drug
Drotebanol	, drug
Etazolate	, drug
FP-β-CPPIT	, drug
Fialuridine	, drug
Fosaprepitant	, drug
Fospropofol	, drug
GG Duetto	, drug
GW501516	, drug
Gabexate	, drug
IDRA-21	, drug
Iopamidol	, drug
Istradefylline	, drug
JTC-801	, drug
JWH-015	, drug
JWH-018	, drug
JWH-073	, drug
JWH-081	, drug
LY-334370	, drug
LY-503,430	 , drug
Lestaurtinib	, drug
Levallorphan	, drug
Levophenacylmorphan	, drug
Mepixanox	, drug
Metanx	, drug
L-methylfolate (Metafolin): 3 mg, drug
Pyridoxal 5'-phosphate: 35 mg, drug
Methylcobalamin: 2 mg, drug
Mibefradil	, drug
Muraglitazar	, drug
Niacin, drug
lovastatin	, drug
Niacin, drug
simvastatin	, drug
Nisoxetine	, drug
O-1057	, drug
O-2545	, drug
Otamixaban	, drug
Oxytocin, drug
ergometrine	, drug
Pinacidil	, drug
Pirbuterol	, drug
Prethcamide	, drug
RB-101	, drug
Regadenoson	, drug
Ribostamycin	, drug
Ridaforolimus	, drug
Rivoglitazone	, drug
Ro48-6791	, drug
Rubitecan	, drug
Sorivudine	, drug
Streptoduocin	, drug
Taranabant	, drug
Tedisamil	, drug
Tesaglitazar	, drug
Tulathromycin	, drug
Verdamicin	, drug
Vernakalant	, drug
WAY-100,635	 , drug
S-15535	, drug
Semapimod	, drug
2-Aminoindane	, drug
2-Methyl-5-hydroxytryptamine	, drug
25I-NBMD	, drug
3-Methoxy-4-methylamphetamine	, drug
4-Benzylpiperidine	, drug
4-Iodopropofol	, drug
5-IAI	, drug
AC-262,356	 , drug
AL-37350A	, drug
AM-1241	, drug
AM-694	, drug
AR-231,453	 , drug
Adhyperforin	, drug
Alnespirone	, drug
Alpha-Methylserotonin	, drug
Amfonelic acid	, drug
BHF-177	, drug
BHFF	, drug
BIBP-3226	, drug
BIIE-0246	, drug
Belinostat	, drug
Benocyclidine	, drug
Bisulepine	, drug
CB-13	, drug
CGP-7930	, drug
CX157	, drug
Chlormadinone acetate	, drug
Cinaciguat	, drug
DMeOB	, drug
DOV-102,677	 , drug
DOV-216,303	 , drug
Dasotraline	, drug
Eltoprazine	, drug
Estetrol	, drug
Fenadiazole	, drug
Fluanisone	, drug
Fluprazine	, drug
GS-39783	, drug
Isoguvacine	, drug
KF-26777	, drug
L-371,257	 , drug
LGD-3303	, drug
Lu AA-33810	, drug
MDMAI	, drug
MMAI	, drug
Metfendrazine	, drug
NS-2359	, drug
Naluzotan	, drug
Nantenine	, drug
Nemifitide	, drug
Nirvanol	, drug
PSB-10	, drug
PSN-375,963	 , drug
PSN-632,408	 , drug
Perampanel	, drug
Phenicarbazide	, drug
Phenylethylidenehydrazine	, drug
Posizolid	, drug
Preladenant	, drug
Procymate	, drug
Promoxolane	, drug
RU-24,969	 , drug
Radium-223	, drug
Resiquimod	, drug
Riociguat	, drug
Robalzotan	, drug
S-23 (drug)	, drug
SR-142948	, drug
Sparsomycin	, drug
Sulfaquinoxaline	, drug
TFMFly	, drug
Tametraline	, drug
Tedizolid	, drug
U-92,016-A	 , drug
UH-301	, drug
UR-AK49	, drug
Vestipitant	, drug
WAY-100,135	 , drug
Dolbeault cohomology	, drug
Conglomerate merger	, drug
Drion's pill	, drug
Local cohomology	, drug
Pingyangmycin	, drug
Cannabicyclohexanol	, drug
High frequency impact treatment	, drug
Matilda Moldenhauer Brooks	, drug
Pentedrone	, drug
Tebipenem	, drug
14-Hydroxydihydrocodeine	, drug
2CD-5EtO	, drug
4-Chlorophenylisobutylamine	, drug
4-Fluoropethidine	, drug
4-MeO-DMT	, drug
4-Phenylfentanyl	, drug
5-Benzyloxytryptamine	, drug
5-Ethynyl-2'-deoxyuridine	, drug
5-Methoxy-7,N,N-trimethyltryptamine	 , drug
6-APT	, drug
6-Methyl-MDA	, drug
7,N,N-TMT	 , drug
